id,도감번호,이름,설명,타입,키,분류,몸무게,특성
1179,965,부르롱,고철 처리장에 방치된 엔진에 정체불명의 독포켓몬이 들어가 탄생한 것으로 전해지고 있다.,"['강철', '독']",1.0,단기통포켓몬,35.0,['방진']
1180,966,부르르룸,독소와 바위 성분이 섞인 가스를 8개로 늘어난 실린더에서 폭발시켜 에너지를 만들어 낸다.,"['강철', '독']",1.8,다기통포켓몬,120.0,['방진']
1181,967,모토마,먼 옛날부터 인간을 등에 태우고 다녔다고 한다. 1만 년 전 벽화에도 그 모습이 그려져 있다.,"['드래곤', '노말']",1.6,라이드포켓몬,63.0,['탈피']
1182,968,꿈트렁,적에게 공격을 받으면 털을 주먹처럼 사용하여 폭풍 같은 기세로 펀치를 날린다.,['강철'],2.5,지렁이포켓몬,310.0,['흙먹기']
1183,969,초롱순,동굴의 벽에서 영양분을 흡수한다. 독의 결정으로 만들어진 꽃잎을 몸에 두르고 있다.,"['바위', '독']",0.7,광석포켓몬,8.0,['독치장']
1184,970,킬라플로르,위험을 감지하면 결정으로 된 꽃잎을 펼친 뒤 원뿔 모양의 몸에서 빔을 발사한다.,"['바위', '독']",1.5,광석포켓몬,45.0,['독치장']
1185,971,망망이,사람과의 접점 없이 숨을 거둔 들개포켓몬이 환생한 것으로 여겨지고 있다.,['고스트'],0.6,유령개포켓몬,35.0,['픽업']
1186,972,묘두기,평소에는 묘지에서 자고 있다. 수많은 개포켓몬 중에서도 가장 주인에게 충직하다.,['고스트'],2.0,유령개포켓몬,15.0,['모래헤치기']
1187,973,꼬이밍고,배에 비축해 둔 에너지가 부리를 통해 새어 나오지 않게 하기 위해 목 아래쪽을 꼬아 놓은 듯하다.,"['비행', '격투']",1.6,싱크로포켓몬,37.0,"['배짱', '갈지자걸음']"
1188,974,터벅고래,먼 옛날에 바다에서 올라와 육지에 살게 되었다. 고래왕자의 근연종이라고 한다.,['얼음'],1.2,육지고래포켓몬,45.0,"['두꺼운지방', '눈숨기']"
1189,975,우락고래,빙설 지대를 떼 지어 다닌다. 강인한 근육과 두꺼운 피하지방으로 몸을 보호한다.,['얼음'],4.5,육지고래포켓몬,700.0,"['두꺼운지방', '눈치우기']"
1190,976,가비루사,불필요한 살을 분리하면 정신이 예민해져 사이코 파워가 상승한다. 떨어진 살은 담백하고 맛있다.,"['물', '에스퍼']",2.5,분리포켓몬,90.0,['틀깨기']
1191,977,어써러셔,대식가지만 먹이를 잡는 것이 서툴다. 싸리용과 콤비를 이뤄 먹이를 사냥한다.,['물'],12.0,큰메기포켓몬,220.0,"['천진', '둔감']"
1192,978,싸리용,젖힌 모습 작은 몸집의 드래곤포켓몬. 어써러셔의 입안에 살며 외부의 적으로부터 몸을 지킨다.,"['드래곤', '물']",0.3,의태포켓몬,8.0,['사령탑']
1193,978,싸리용,늘어진 모습 몸의 색과 무늬가 다른 것은 유인하려는 먹이의 취향에 맞춰 변화한 결과라는 듯하다.,"['드래곤', '물']",0.3,의태포켓몬,8.0,['사령탑']
1194,978,싸리용,뻗은 모습 새포켓몬이 주된 먹이다. 자신이 약한 것을 알기 때문에 동료와 콤비를 이뤄 사냥을 한다.,"['드래곤', '물']",0.3,의태포켓몬,8.0,['사령탑']
1195,979,저승갓숭,분노의 볼티지가 임계점을 돌파하면서 육체라는 틀에 얽매이지 않는 파워를 손에 넣게 되었다.,"['격투', '고스트']",1.2,분노숭이포켓몬,56.0,"['의기양양', '정신력']"
1196,980,토오,적에게 공격을 받으면 몸에서 굵은 가시를 내지르며 반격한다. 몸이 끊어질 각오가 필요한 위험한 기술이다.,"['독', '땅']",1.8,가시물고기포켓몬,223.0,"['독가시', '저수']"
1197,981,키키링,머리와 꼬리 2개의 뇌파가 동기화하여 에스퍼 파워가 키링키의 10배로 강화되었다.,"['노말', '에스퍼']",3.2,긴목포켓몬,160.0,"['되새김질', '테일아머']"
1198,982,노고고치,두 마디폼 단단한 꼬리로 땅속 깊은 곳에 있는 암반을 뚫어서 보금자리를 만든다. 굴의 깊이는 무려 10km에 이른다.,['노말'],3.6,땅뱀포켓몬,39.2,"['하늘의은총', '도주']"
1199,982,노고고치,세 마디폼 굴 안을 헤매는 포켓몬을 등에 태우고 입구까지 데려다주는 온화한 성질을 지녔다.,['노말'],4.5,땅뱀포켓몬,47.4,"['하늘의은총', '도주']"
1200,983,대도각참,큰 군세의 정점에 올라선 단 한 마리의 절각참만이 대도각참으로 진화할 수 있다.,"['악', '강철']",2.0,대도포켓몬,120.0,"['오기', '총대장']"
1201,984,위대한엄니,"근년에 목격된 사례가 있다. ""위대한엄니""라는 이름은 어떤 책에 기록된 생물에게서 따온 것이다.","['땅', '격투']",2.2,패러독스포켓몬,320.0,['고대활성']
1202,985,우렁찬꼬리,목격된 사례는 과거에 단 1건뿐이다. 오래된 탐험기에 기록된 정체불명의 생물을 닮은 포켓몬.,"['페어리', '에스퍼']",1.2,패러독스포켓몬,8.0,['고대활성']
1203,986,사나운버섯,"어떤 책에 ""사나운버섯""이라는 이름으로 기록된 생물이 이 포켓몬일 가능성이 있다.","['풀', '악']",1.2,패러독스포켓몬,21.0,['고대활성']
1204,987,날개치는머리,"어떤 서적에 등장하는 ""날개치는머리""라는 생물과 비슷한 특징을 가진 포켓몬.","['고스트', '페어리']",1.4,패러독스포켓몬,4.0,['고대활성']
1205,988,땅을기는날개,"오래된 책에 ""땅을기는날개""라는 이름으로 소개된 생물과 닮은 점이 있는 정체불명의 포켓몬.","['벌레', '격투']",3.2,패러독스포켓몬,92.0,['고대활성']
1206,989,모래털가죽,포획된 사례는 없으며 데이터도 부족하다. 어느 탐험기에 기록된 생물과 특징이 일치한다.,"['전기', '땅']",2.3,패러독스포켓몬,60.0,['고대활성']
1207,990,무쇠바퀴,오컬트 잡지에서 소개된 적 있는 우주인이 보낸 과학 병기와 많이 닮았다.,"['땅', '강철']",0.9,패러독스포켓몬,240.0,['쿼크차지']
1208,991,무쇠보따리,오컬트 잡지의 기사에 실렸던 태곳적 문명이 만들어 냈다는 로봇과 모습이 닮았다.,"['얼음', '물']",0.6,패러독스포켓몬,11.0,['쿼크차지']
1209,992,무쇠손,어떤 운동선수를 개조한 모습이라며 오컬트 잡지에서 대서특필했던 사이보그와 닮았다.,"['격투', '전기']",1.8,패러독스포켓몬,380.7,['쿼크차지']
1210,993,무쇠머리,로봇과 사랑에 빠진 삼삼드래의 자식이라며 오컬트 잡지에서 다뤘던 포켓몬을 닮았다.,"['악', '비행']",1.3,패러독스포켓몬,111.0,['쿼크차지']
1211,994,무쇠독나방,인류를 감시하기 위한 UFO라며 오컬트 잡지에서 소개된 적 있는 미지의 물체와 닮았다.,"['불꽃', '독']",1.2,패러독스포켓몬,36.0,['쿼크차지']
1212,995,무쇠가시,10억 년 후의 마기라스라며 괴상한 잡지에서 다뤘던 포켓몬과 닮은 점이 있다.,"['바위', '전기']",1.6,패러독스포켓몬,303.0,['쿼크차지']
1213,996,드니차,등지느러미로 열을 흡수해서 얼음 에너지로 변환한다. 고온일수록 에너지가 많이 모인다.,"['드래곤', '얼음']",0.5,얼음지느러미포켓몬,17.0,['열교환']
1214,997,드니꽁,주변의 공기를 얼려서 얼음 마스크로 얼굴을 보호하고 등지느러미를 얼음 검으로 바꾼다.,"['드래곤', '얼음']",0.8,얼음지느러미포켓몬,30.0,['열교환']
1215,998,드닐레이브,극저온의 냉기를 입에서 분사한다. 작열하는 마그마조차도 순식간에 얼려 버린다.,"['드래곤', '얼음']",2.1,빙룡포켓몬,210.0,['열교환']
1216,999,모으령,상자폼 약 1500년 전의 보물 상자 안에서 태어났다. 보물을 훔치려 드는 괘씸한 자의 생기를 흡수한다.,['고스트'],0.3,보물상자포켓몬,5.0,['주눅']
1217,1000,타부자고,몸은 1000개의 코인으로 이뤄져 있다고 한다. 붙임성이 좋아서 누구와도 금방 친해진다.,"['강철', '고스트']",1.2,보물생명체포켓몬,30.0,['황금몸']
1218,1001,총지엔,왕의 악행을 목간에 기록했다는 이유로 처벌을 받은 사람의 원한이 마른 잎을 두르고 포켓몬이 되었다.,"['악', '풀']",1.5,재액포켓몬,74.2,['재앙의목간']
1219,1002,파오젠,100t의 눈을 조종한다. 눈사태를 일으키고는 그 안을 드나들며 천진난만하게 논다.,"['악', '얼음']",1.9,재액포켓몬,152.2,['재앙의검']
1220,1003,딩루,옛날 의식에 사용되었던 그릇에 공포가 깃들게 되었고 이것이 흙과 돌을 둘러 포켓몬이 되었다.,"['악', '땅']",2.7,재액포켓몬,699.7,['재앙의그릇']
1221,1004,위유이,3000도의 불꽃을 조종한다. 바위와 자갈을 녹여서 만든 마그마의 바다를 유유히 헤엄친다.,"['악', '불꽃']",0.4,재액포켓몬,4.9,['재앙의구슬']
1222,1005,고동치는달,"수수께끼로 가득한 탐험기에 ""고동치는달""이라는 이름으로 기록된 생물일 가능성이 있다.","['드래곤', '악']",2.0,패러독스포켓몬,380.0,['고대활성']
1223,1006,무쇠무인,오컬트 잡지의 기사에 실렸던 매드 사이언티스트의 발명품과 비슷한 특징이 몇 가지 존재한다.,"['페어리', '격투']",1.4,패러독스포켓몬,35.0,['쿼크차지']
1224,1007,코라이돈,"주먹으로 대지를 갈랐다고 오래된 탐험기에 기록된 ""날개의왕""의 정체인 듯하다.","['격투', '드래곤']",2.5,패러독스포켓몬,303.0,['진홍빛고동']
1225,1008,미라이돈,자세한 것은 잘 알려지지 않았다. 모토마를 닮았지만 그보다 훨씬 강하고 냉혹하다.,"['전기', '드래곤']",3.5,패러독스포켓몬,240.0,['하드론엔진']
1226,999,모으령,도보폼 코인에 깃든 정념으로 인해 태어났다. 원래 있던 보물 상자로 돌아가기 위해 떠돌고 있다고 한다.,['고스트'],0.1,보물찾기포켓몬,0.1,['도주']
1227,809,멜메탈,거다이맥스의 모습 먼 지방의 신화에 남아 있는 외눈 거인은 멜메탈이 거다이맥스한 모습이었다.,['강철'],25.0,너트포켓몬,,['철주먹']
1228,1009,굽이치는물결,수수께끼에 둘러싸인 흉포한 생물. 오래된 탐험기에 기록된 물의 괴물의 이름을 따서 명명되었다.,"['물', '드래곤']",3.5,패러독스포켓몬,280.0,['고대활성']
1229,1010,무쇠잎새,오컬트 잡지에서 다뤘던 미래 비리디온의 모습과 많은 특징이 일치한다.,"['풀', '에스퍼']",1.5,패러독스포켓몬,125.0,['쿼크차지']
1230,901,다투곰,"붉은 달 바다를 건너 표착한 땅에서 살아온 결과, 특별한 모습과 능력으로 변화했다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['땅', '노말']",2.7,이탄포켓몬,333.0,['심안']
1231,1011,과미르,"어떤 지역에서만 재배되는 특별한 사과에 의해 진화했다. 두 마리가 하나인 포켓몬이다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '드래곤']",0.4,사과사탕포켓몬,4.4,"['감미로운꿀', '먹보']"
1232,1012,차데스,"가짜배기의 모습 다도의 길을 통달하지 못한 채 죽은 다도가의 원통함이 말차에 깃들어서 포켓몬이 되었다고 한다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '고스트']",0.1,말차포켓몬,1.1,['대접']
1233,1012,차데스,"알짜배기의 모습 가루로 이뤄진 몸의 일부를 먹을 것에 뿌린 다음 이것을 핥은 상대의 생기를 빨아들인다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '고스트']",0.1,말차포켓몬,1.1,['대접']
1234,1013,그우린차,"범작의 모습 차로 위장하여 실수로 마셔 버린 상대의 생기를 흡수하려 하나 금방 들통나 버린다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '고스트']",0.2,말차포켓몬,2.2,['대접']
1235,1013,그우린차,"걸작의 모습 저명한 도공이 만든 훌륭한 찻잔에 깃들었다. 마니아들을 흥분하게 하는 포켓몬이다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '고스트']",0.2,말차포켓몬,2.2,['대접']
1236,1014,조타구,"목에 달린 독소로 된 사슬에 의해 온몸의 근육이 자극을 받아 듬직한 체격으로 변했다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['독', '격투']",1.8,수하포켓몬,92.2,['독사슬']
1237,1015,이야후,"능력을 끌어올리는 독소로 된 사슬에 뇌가 자극을 받아 사이코 파워가 개화했다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['독', '에스퍼']",1.0,수하포켓몬,12.2,['독사슬']
1238,1016,기로치,"몸을 휘감고 있는 사슬에서 나오는 독소에 자극을 받아 아름다운 모습과 소리를 손에 넣었다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['독', '페어리']",1.4,수하포켓몬,30.1,['독사슬']
1239,1017,오거폰,"벽록의 가면 쓰고 있는 가면에 따라 타입이 변한다. 날렵한 움직임과 발차기 기술로 상대를 농락한다.
※북신의 고장 모험을 통해 만날 수 있습니다.",['풀'],1.2,가면포켓몬,39.8,['오기']
1240,1017,오거폰,"우물의 가면 콸콸 용솟음치는 물처럼 끊임없이 기술을 구사하는 공수 양면에서 뛰어난 모습.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '물']",1.2,가면포켓몬,39.8,['저수']
1241,1017,오거폰,"화덕의 가면 화덕 안에서 타오르는 불꽃처럼 격렬하게 상대를 몰아붙이는 가장 공격적인 모습.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '불꽃']",1.2,가면포켓몬,39.8,['틀깨기']
1242,1017,오거폰,"주춧돌의 가면 집을 지탱하는 주춧돌처럼 묵직하게 충격을 받아 내는 방어에 뛰어난 모습.
※북신의 고장 모험을 통해 만날 수 있습니다.","['풀', '바위']",1.2,가면포켓몬,39.8,['옹골참']
1243,1018,브리두라스,"주위로부터 정전기를 모은다. 네발로 엎드려서 발사하는 빔은 절대적인 위력을 자랑한다.
※블루베리 아카데미 모험을 통해 만날 수 있습니다.","['강철', '드래곤']",2.0,합금포켓몬,60.0,"['지구력', '옹골참']"
1244,1019,과미드라,"7마리의 미드라가 꿀엿으로 만든 사과 안에서 지낸다. 가운데에 있는 미드라가 사령탑이다.
※블루베리 아카데미 모험을 통해 만날 수 있습니다.","['풀', '드래곤']",1.8,사과이무기포켓몬,93.0,"['감미로운꿀', '재생력']"
1245,1020,꿰뚫는화염,목격 보고는 매우 드물다. 불기둥을 뿜어내며 날뛰는 모습이 담긴 짧은 영상이 존재한다.,"['불꽃', '드래곤']",3.5,패러독스포켓몬,590.0,['고대활성']
1246,1021,날뛰는우레,털에서 내뿜는 벼락으로 주변을 모조리 태워 버린다고 전해진다. 자세한 정보는 밝혀진 것이 없다.,"['전기', '드래곤']",5.2,패러독스포켓몬,480.0,['고대활성']
1247,1022,무쇠암석,악의 조직에 개조당한 테라키온이라며 괴상한 잡지에서 다뤘던 포켓몬을 닮았다.,"['바위', '에스퍼']",1.5,패러독스포켓몬,162.5,['쿼크차지']
1248,1023,무쇠감투,코바르온 형태의 최신 병기라며 오컬트 잡지에 소개됐던 정체불명의 물체를 닮았다.,"['강철', '에스퍼']",1.6,패러독스포켓몬,156.0,['쿼크차지']
1249,1024,테라파고스,노말폼 에너지를 단단한 결정으로 바꾸는 능력으로 몸을 지킨다. 테라스탈의 근원이 되는 포켓몬이다.,['노말'],0.2,테라스탈포켓몬,6.5,['테라체인지']
1250,1024,테라파고스,테라스탈폼 위험을 감지하면 테라스탈의 결정으로 튼튼한 등껍질을 만들어 싸움에 대비한다.,['노말'],0.3,테라스탈포켓몬,16.0,['테라셸']
1251,1024,테라파고스,스텔라폼 테라스탈 에너지가 이상할 정도로 증폭된 모습. 고대인이 생각하던 세계를 닮았다.,['노말'],1.7,테라스탈포켓몬,77.0,['제로포밍']
1252,1025,복숭악동,"욕망과 능력을 끌어올리는 독소로 된 떡을 먹이고 먹은 상대를 사슬로 조종한다.
※북신의 고장 모험을 통해 만날 수 있습니다.","['독', '고스트']",0.3,지배포켓몬,0.3,['독조종']
